timestamp,open,high,low,close,volume
2024-04-05,523.8300,524.3800,512.7550,518.4300,361873253
2024-03-28,519.8000,524.6100,518.4000,523.0700,293270515
2024-03-22,514.0000,524.1100,511.1200,521.2100,358570122
2024-03-15,510.4800,517.3800,508.1220,509.8300,398284000
2024-03-08,512.0300,518.2201,504.9100,511.7200,336221867
2024-03-01,508.3000,513.2900,504.7500,512.8500,316517539
2024-02-23,497.7200,510.1300,493.5600,507.8500,269064864
2024-02-16,501.1700,503.5000,490.7150,499.5100,375205197
2024-02-09,493.6950,501.6500,490.2300,501.2000,318555221
2024-02-02,487.7300,496.0500,482.8600,494.3500,437072028
2024-01-26,484.0100,489.1200,482.7800,487.4100,355178832
2024-01-19,475.2600,482.7200,469.8700,482.4300,356549472
2024-01-12,468.4300,478.6000,468.3000,476.6800,344088296
2024-01-05,472.1600,473.6700,466.4300,467.9200,396379586
2023-12-29,474.0700,477.5500,473.3000,475.3100,318702613
2023-12-22,470.9800,475.8950,467.8200,473.6500,379149050
2023-12-15,459.6900,473.7300,459.4700,469.3300,487187546
2023-12-08,455.6000,460.7450,454.3100,460.2000,360115323
2023-12-01,454.6500,459.6500,453.3400,459.1000,344703088
2023-11-24,450.5300,456.3800,450.5200,455.3000,208484220
2023-11-17,439.2300,451.4200,438.4200,450.7900,376600275
2023-11-10,435.4700,440.9300,433.4000,440.6100,366566272
2023-11-03,413.5600,436.2900,412.2200,434.6900,459402624
2023-10-27,419.6100,424.8200,409.2100,410.6800,487346964
2023-10-20,433.8200,438.1400,421.0800,421.1900,489560531
2023-10-13,427.5800,437.3350,427.0101,431.5000,397788728
2023-10-06,426.6200,431.1250,420.1800,429.5400,458428227
2023-09-29,429.1700,432.2700,422.2900,427.4800,479118444
2023-09-22,443.0500,444.9700,429.9900,430.4200,409754973
2023-09-15,448.2400,451.0800,442.9200,443.3700,383224485
2023-09-08,450.7300,451.0600,442.7500,445.5200,258348585
2023-09-01,442.2400,453.6700,439.9728,451.1900,338759881
2023-08-25,437.5500,445.2200,435.0000,439.9700,393065214
2023-08-18,444.7000,448.1100,433.0100,436.5000,398245456
2023-08-11,448.7100,451.7000,443.3450,445.6500,370204760
2023-08-04,457.4100,458.1600,446.2700,446.8100,376024611
2023-07-28,453.3700,459.4400,451.5500,456.9200,352473672
2023-07-21,449.1300,456.4300,449.0800,452.1800,341183617
2023-07-14,438.1800,451.3600,437.5850,449.2800,361072844
2023-07-07,442.9200,444.0800,437.0600,438.5500,258004290
2023-06-30,432.6200,444.3000,431.1900,443.2800,394119558
2023-06-23,437.4500,438.3700,432.4700,433.2100,315854322
2023-06-16,430.9200,443.9000,430.1700,439.4600,497237427
2023-06-09,428.2800,431.9900,425.8200,429.9000,362455718
2023-06-02,422.0300,428.7400,416.2200,427.9200,358857521
2023-05-26,418.6400,420.7700,409.8795,420.0200,421134151
2023-05-19,412.2200,420.7200,410.2300,418.6200,400252347
2023-05-12,412.9700,414.5350,408.8700,411.5900,336048421
2023-05-05,415.4700,417.6200,403.7400,412.6300,440446161
2023-04-28,411.9900,415.9400,403.7800,415.9300,422820175
2023-04-21,412.3700,415.7200,410.1700,412.2000,333581642
2023-04-14,406.6100,415.0900,405.9700,412.4600,373375620
2023-04-06,408.8500,411.9200,405.6780,409.1900,262936219
2023-03-31,398.1200,409.7000,393.6900,409.3900,396282637
2023-03-24,390.8000,402.4900,389.4000,395.7500,523448057
2023-03-17,381.8100,396.4700,380.6500,389.9900,764846608
2023-03-10,405.0500,407.4500,384.3200,385.9100,557051492
2023-03-03,399.8700,404.4500,392.3300,404.1900,452114804
2023-02-24,403.0600,404.1600,393.6400,396.3800,370835029
2023-02-17,408.7200,415.0500,404.0500,407.2600,380677415
2023-02-10,409.7900,416.4900,405.0100,408.0400,376978106
2023-02-03,402.8000,418.3100,400.2800,412.3500,458864203
2023-01-27,396.7200,408.1600,393.5600,405.6800,369137564
2023-01-20,398.4800,400.2300,387.2600,395.8800,341074818
2023-01-13,390.3700,399.1000,386.2700,398.5000,362278876
2023-01-06,384.3700,389.2500,377.8310,388.0800,341944888
2022-12-30,382.7900,384.3500,376.4200,382.4300,273542782
2022-12-23,383.4700,387.4100,374.7700,382.9100,392450896
2022-12-16,394.1100,410.4900,381.0400,383.2700,544863559
2022-12-09,403.9500,404.9300,391.6400,393.2800,363375573
2022-12-02,399.0900,410.0000,393.3000,406.9100,426639342
2022-11-25,394.6400,402.9300,392.6600,402.3300,210479276
2022-11-18,396.6600,402.3100,390.1400,396.0300,401014777
2022-11-11,377.7100,399.3500,373.6100,398.5100,466719198
2022-11-04,386.4400,390.3900,368.7900,376.3500,499634509
2022-10-28,375.8900,389.5200,373.1100,389.0200,450644317
2022-10-21,364.0100,375.4500,357.2808,374.2900,489399410
2022-10-14,363.9600,370.2600,348.1100,357.6300,516508880
2022-10-07,361.0800,379.4600,359.2100,362.7900,471547964
2022-09-30,366.4100,372.3000,357.0400,357.1800,578341093
2022-09-23,382.2600,389.3100,363.2900,367.9500,467112786
2022-09-16,408.7800,411.7300,382.1100,385.5600,467945749
2022-09-09,393.1300,407.5100,388.4200,406.6000,303290947
2022-09-02,402.2000,405.8400,390.0400,392.2400,404343512
2022-08-26,417.0500,419.9600,405.2500,405.3100,330007921
2022-08-19,424.7650,431.7300,421.2200,422.1400,293940821
2022-08-12,415.2500,427.2100,410.2200,427.1000,288807695
2022-08-05,409.1500,415.6800,406.8200,413.4700,303724947
2022-07-29,395.7500,413.0300,389.9500,411.9900,349890219
2022-07-22,388.3800,400.1800,380.6600,395.0900,350654555
2022-07-15,385.8500,386.8700,371.0400,385.1300,373575974
2022-07-08,375.8800,390.6400,372.9000,388.6700,288787893
2022-07-01,391.0500,393.1600,372.5600,381.2400,405723442
2022-06-24,371.8900,390.0900,370.1800,390.0800,344213753
2022-06-17,379.8500,383.9000,362.1700,365.8600,645270681
2022-06-10,414.7800,416.6090,389.7500,389.8000,400314857
2022-06-03,413.5500,417.4400,406.9300,410.5400,334006707
2022-05-27,392.8300,415.3801,386.9600,415.2600,426273624
2022-05-20,399.9800,408.5700,380.5400,389.6300,509269611
2022-05-13,405.1000,406.4100,385.1500,401.7200,659709433
2022-05-06,412.0700,429.6600,405.0200,411.3400,724147593
2022-04-29,423.6700,429.6400,411.2100,412.0000,593265218
2022-04-22,436.8100,450.0100,425.4400,426.0400,425852611
2022-04-14,444.1100,445.7500,436.6501,437.7900,346074018
2022-04-08,453.1300,457.8300,443.4700,447.5700,396609932
2022-04-01,452.0600,462.0700,449.1400,452.9200,445526972
2022-03-25,444.3400,452.9800,440.6800,452.6900,381101588
2022-03-18,420.8900,444.8600,415.7900,444.5200,552245965
2022-03-11,431.5500,432.3018,415.1200,420.0700,609269001
2022-03-04,432.0300,441.1100,427.1100,432.1700,620712433
2022-02-25,431.8900,437.8400,410.6400,437.7500,590470539
2022-02-18,439.9200,448.0550,431.8200,434.2300,531431354
2022-02-11,449.5100,457.8800,438.9400,440.4600,551393133
2022-02-04,441.2400,458.1200,439.8100,448.7000,629246554
2022-01-28,432.0300,444.0400,420.7600,441.9500,921220809
2022-01-21,459.7400,459.9600,437.9500,437.9800,537444556
2022-01-14,462.7000,473.2000,456.5973,464.7200,447364480
2022-01-07,476.3000,479.9800,464.6500,466.0900,420356344
2021-12-31,472.0600,479.0000,472.0100,474.9600,277532646
2021-12-23,454.4800,472.1900,451.1400,470.6000,292271050
2021-12-17,470.1900,472.8700,458.0600,459.8700,554093195
2021-12-10,456.1300,470.9000,453.5600,470.7400,405133322
2021-12-03,464.0700,466.5600,448.9200,453.4200,632283656
2021-11-26,470.8900,473.5400,457.7700,458.9700,320496941
2021-11-19,468.6400,470.9400,466.2300,468.8900,251637471
2021-11-12,469.7000,470.2300,462.0400,467.2700,255933870
2021-11-05,460.3000,470.6500,458.2000,468.5300,267062003
2021-10-29,454.2800,459.5600,452.3900,459.2500,295327988
2021-10-22,443.9700,454.6700,443.2700,453.1200,258932150
2021-10-15,437.1600,446.2600,431.5400,445.8700,345885462
2021-10-08,433.0000,441.6800,426.3600,437.8600,479279625
2021-10-01,442.8100,444.0500,427.2300,434.2400,543882712
2021-09-24,434.8800,444.8900,428.8600,443.9100,499812607
2021-09-17,448.6400,448.9200,441.0200,441.4000,436939783
2021-09-10,452.7100,452.8100,445.3100,445.4400,255772022
2021-09-03,450.9700,454.0500,450.7100,453.0800,246444177
2021-08-27,445.1600,450.6500,443.4355,450.2500,269312148
2021-08-20,444.5300,447.1100,436.1200,443.3600,420777686
2021-08-13,442.4600,445.9400,441.3100,445.9200,206211782
2021-08-06,440.3400,442.9400,436.1000,442.4900,249469072
2021-07-30,439.3100,441.8000,435.9900,438.5100,278450184
2021-07-23,426.1900,440.3000,421.9700,439.9400,423964739
2021-07-16,435.4300,437.9200,430.9200,431.3400,300932269
2021-07-09,433.7800,435.8400,427.5200,435.5200,306093691
2021-07-02,427.1700,434.1000,425.8900,433.7200,265096649
2021-06-25,416.8000,427.0943,415.9300,426.6100,283207558
2021-06-18,424.4300,425.4600,414.7000,414.9200,382743016
2021-06-11,422.5900,424.6300,420.3200,424.3100,243716628
2021-06-04,422.5700,422.9200,416.2800,422.6000,217391238
2021-05-28,417.3400,421.2500,417.0800,420.0400,267144557
2021-05-21,415.3900,418.2000,405.3300,414.9400,386007391
2021-05-14,422.5000,422.7400,404.0000,416.5800,522147059
2021-05-07,419.4300,422.8150,411.6700,422.1200,351735274
2021-04-30,417.4400,420.7200,416.3000,417.3000,318795661
2021-04-23,416.2600,418.2500,410.5900,416.7400,398002290
2021-04-16,410.8500,417.9100,410.2000,417.2600,317182914
2021-04-09,403.4600,411.6700,403.3800,411.4900,328509670
2021-04-01,394.4000,400.6700,392.8100,400.6100,396786965
2021-03-26,390.0300,396.4100,383.9000,395.9800,492591578
2021-03-19,394.3300,398.1200,387.1500,389.4800,474247664
2021-03-12,384.6600,395.6500,381.4200,394.0600,497580816
2021-03-05,385.5900,390.9200,371.8800,383.6300,640356985
2021-02-26,387.0600,392.2300,378.2300,380.3600,540478477
2021-02-19,393.9600,394.1700,387.7400,390.0300,245672988
2021-02-12,389.2700,392.9000,387.5000,392.6400,224377311
2021-02-05,373.7200,388.4700,370.3760,387.7100,286980796
2021-01-29,383.6700,385.8500,368.2700,370.0700,457381555
2021-01-22,378.3400,384.9500,376.7500,382.8800,213162102
2021-01-15,377.8500,381.1300,373.7000,375.7000,305069527
2021-01-08,375.3100,381.4900,364.8200,381.2600,425078734
2020-12-31,371.7400,374.6600,370.8300,373.8800,219589121
2020-12-24,364.9700,378.4600,362.0300,369.0000,217434462
2020-12-18,368.6400,372.4600,364.4700,369.1800,392369590
2020-12-11,369.0200,371.0500,363.2600,366.3000,280935407
2020-12-04,362.8300,369.8500,359.1700,369.8500,315941236
2020-11-27,357.2800,364.1800,354.8650,363.6700,198060573
2020-11-20,360.9800,362.7800,354.1500,355.3300,341596283
2020-11-13,363.9700,364.3800,350.5100,358.1000,447583265
2020-11-06,330.2000,352.1900,327.2400,350.1600,463334913
2020-10-30,342.1300,342.9800,322.6000,326.5400,495607791
2020-10-23,348.6500,349.3300,340.6500,345.7800,296595696
2020-10-16,349.5900,354.0200,343.1300,347.2900,361462322
2020-10-09,336.0600,347.3500,334.3800,346.8500,297612670
2020-10-02,333.2200,338.7400,331.1900,333.8400,398327201
2020-09-25,325.7000,331.2000,319.8000,328.7300,403925934
2020-09-18,337.4900,343.0600,327.9700,330.6500,398139085
2020-09-11,336.7100,342.6400,331.0000,334.0600,381177354
2020-09-04,350.3500,358.7500,334.8700,342.5700,477805953
2020-08-28,342.1200,350.7200,339.4504,350.5800,244465362
2020-08-21,337.9400,339.7200,335.2200,339.4800,238598608
2020-08-14,335.0600,338.2800,332.0100,336.8400,256785840
2020-08-07,328.3200,334.8800,327.7300,334.5700,238849912
2020-07-31,321.6300,326.6300,319.6400,326.5200,301314577
